Booking_ID,User_ID,Provider_ID,Service_ID,Booking_Date,Service_Date,Service_Location,Booking_Status,Payment_Status,Service_Time,Booking_Time
14258,576,11,1,22-09-2013,26-09-2013,18,Confirmed,Failed,22:05:19,06:00:17
21486,873,11,1,21-09-2013,28-09-2013,18,Cancelled,Paid,07:13:41,18:07:42
30138,1225,11,1,25-09-2013,30-09-2013,18,Cancelled,Pending,07:33:27,08:00:22
29605,1204,11,1,01-10-2013,03-10-2013,18,Confirmed,Paid,22:29:47,17:37:39
29591,1204,11,1,02-10-2013,06-10-2013,18,Confirmed,Paid,11:13:32,14:03:07
31333,1272,11,1,09-10-2013,11-10-2013,18,Confirmed,Failed,16:09:20,16:06:15
21796,887,11,1,08-10-2013,14-10-2013,18,Confirmed,Pending,05:00:02,23:21:02
1111,48,11,1,14-10-2013,19-10-2013,18,Confirmed,Pending,01:52:24,12:06:47
15060,605,12,1,13-04-2017,23-04-2017,3,Completed,Refunded,12:06:39,20:39:20
15532,623,12,1,25-04-2017,28-04-2017,3,Cancelled,Pending,13:48:07,23:07:46
8085,317,13,1,03-04-2016,08-04-2016,4,Cancelled,Pending,09:03:33,04:08:29
6625,267,14,1,14-02-2013,22-02-2013,43,Completed,Refunded,06:16:03,23:42:12
31243,1269,14,1,19-02-2013,23-02-2013,43,Cancelled,Failed,14:03:50,02:31:40
1805,76,14,1,20-02-2013,28-02-2013,43,Confirmed,Paid,00:22:53,23:23:46
30071,1223,14,1,26-02-2013,01-03-2013,43,Cancelled,Refunded,14:03:31,04:27:54
31248,1269,14,1,01-03-2013,04-03-2013,43,Completed,Failed,21:10:21,04:00:39
31254,1269,14,1,26-02-2013,05-03-2013,43,Cancelled,Pending,06:02:04,11:15:48
6637,267,14,1,04-03-2013,08-03-2013,43,Completed,Paid,11:54:18,14:28:29
4875,199,14,1,08-03-2013,12-03-2013,43,Confirmed,Pending,15:50:26,18:20:29
19585,790,14,1,09-03-2013,13-03-2013,43,Cancelled,Failed,11:58:00,06:43:06
29777,1213,14,1,11-03-2013,17-03-2013,43,Completed,Failed,12:36:26,02:58:40
32995,1068,14,1,13-03-2013,18-03-2013,43,Completed,Pending,06:35:04,18:26:44
30465,1239,14,1,15-03-2013,19-03-2013,43,Confirmed,Refunded,18:37:12,03:43:07
19737,799,14,1,18-03-2013,23-03-2013,43,Confirmed,Paid,13:26:02,18:52:43
14752,595,14,1,19-03-2013,25-03-2013,43,Cancelled,Failed,11:25:53,13:39:37
6634,267,14,1,21-03-2013,27-03-2013,43,Confirmed,Failed,06:52:01,22:52:16
26544,1068,14,1,28-03-2013,31-03-2013,43,Confirmed,Pending,17:28:39,14:26:10
19746,799,14,1,23-03-2013,01-04-2013,43,Confirmed,Paid,03:01:55,08:00:51
26571,1068,14,1,24-03-2013,02-04-2013,43,Confirmed,Paid,12:22:04,00:00:39
1693,71,15,1,04-06-2015,09-06-2015,20,Cancelled,Paid,20:20:16,08:03:39
24957,1006,15,1,05-06-2015,10-06-2015,20,Completed,Failed,14:20:55,06:50:59
24921,1006,15,1,09-06-2015,11-06-2015,20,Cancelled,Paid,14:42:33,01:44:06
20936,849,15,1,09-06-2015,15-06-2015,20,Cancelled,Pending,11:53:31,12:05:42
13872,561,15,1,15-06-2015,18-06-2015,20,Cancelled,Failed,13:32:45,12:51:20
27507,1110,15,1,14-06-2015,21-06-2015,20,Cancelled,Pending,22:16:11,20:10:17
24266,979,16,1,31-03-2014,08-04-2014,49,Confirmed,Pending,23:01:30,21:33:52
24848,1002,16,1,03-04-2014,13-04-2014,49,Completed,Paid,21:33:43,07:40:20
16642,669,16,1,09-04-2014,15-04-2014,49,Completed,Refunded,02:14:51,11:51:13
29878,1217,16,1,07-04-2014,16-04-2014,49,Cancelled,Refunded,16:39:17,01:56:57
19486,786,16,1,15-04-2014,17-04-2014,49,Cancelled,Refunded,23:10:07,20:43:12
23337,944,16,1,13-04-2014,20-04-2014,49,Completed,Failed,09:53:30,22:51:12
749,30,16,1,18-04-2014,21-04-2014,49,Confirmed,Refunded,11:42:32,15:50:44
19501,786,16,1,17-04-2014,25-04-2014,49,Confirmed,Failed,10:06:02,21:18:07
16647,669,16,1,23-04-2014,27-04-2014,49,Confirmed,Failed,07:54:07,01:21:00
29876,1217,16,1,21-04-2014,01-05-2014,49,Cancelled,Refunded,16:32:23,19:03:56
27172,1096,16,1,02-05-2014,04-05-2014,49,Confirmed,Pending,08:23:34,03:11:57
24269,979,16,1,03-05-2014,08-05-2014,49,Cancelled,Refunded,05:53:24,05:59:36
16429,663,16,1,06-05-2014,12-05-2014,49,Confirmed,Refunded,17:19:12,21:30:09
16623,669,16,1,10-05-2014,16-05-2014,49,Cancelled,Failed,04:41:32,09:13:21
16455,663,16,1,09-05-2014,19-05-2014,49,Cancelled,Paid,03:58:49,16:17:14
10326,417,16,1,20-05-2014,23-05-2014,49,Confirmed,Pending,20:13:20,19:04:48
19471,786,16,1,17-05-2014,26-05-2014,49,Cancelled,Refunded,20:38:50,22:39:55
17783,714,17,1,11-08-2018,21-08-2018,47,Confirmed,Pending,01:26:52,21:55:14
8466,333,17,1,22-08-2018,26-08-2018,47,Cancelled,Failed,23:47:31,09:42:51
12331,493,17,1,25-08-2018,30-08-2018,47,Confirmed,Pending,10:34:34,19:34:35
12369,493,17,1,01-09-2018,03-09-2018,47,Completed,Paid,14:58:43,21:20:01
28779,1171,17,1,04-09-2018,06-09-2018,47,Cancelled,Pending,20:37:54,13:09:31
8478,333,17,1,06-09-2018,11-09-2018,47,Confirmed,Failed,08:31:18,22:55:39
8487,333,17,1,06-09-2018,16-09-2018,47,Cancelled,Paid,04:05:42,01:29:43
14120,569,17,1,16-09-2018,18-09-2018,47,Confirmed,Paid,01:27:43,19:38:23
12890,515,17,1,18-09-2018,23-09-2018,47,Completed,Failed,10:26:30,09:18:42
12877,515,17,1,22-09-2018,28-09-2018,47,Cancelled,Pending,05:45:02,11:55:30
21256,863,17,1,24-09-2018,29-09-2018,47,Completed,Pending,17:28:23,07:37:06
12353,493,17,1,01-10-2018,04-10-2018,47,Cancelled,Paid,03:59:52,05:19:45
29192,1189,17,1,26-09-2018,05-10-2018,47,Confirmed,Refunded,23:19:07,16:33:08
17778,714,17,1,30-09-2018,08-10-2018,47,Completed,Refunded,23:37:49,00:40:28
5268,215,18,1,20-02-2024,23-02-2024,38,Confirmed,Failed,20:09:59,23:04:58
19705,797,18,1,23-02-2024,26-02-2024,38,Cancelled,Refunded,12:53:35,08:33:48
31371,1274,18,1,28-02-2024,01-03-2024,38,Confirmed,Pending,01:37:30,18:29:30
15466,619,18,1,01-03-2024,03-03-2024,38,Completed,Failed,05:08:51,07:01:29
16189,650,18,1,01-03-2024,06-03-2024,38,Confirmed,Pending,03:38:36,00:18:00
31934,1301,18,1,06-03-2024,09-03-2024,38,Cancelled,Failed,09:53:58,01:08:41
23400,947,18,1,07-03-2024,12-03-2024,38,Completed,Pending,16:16:37,04:19:50
7151,283,18,1,05-03-2024,14-03-2024,38,Confirmed,Pending,05:22:04,00:40:54
7154,283,18,1,07-03-2024,17-03-2024,38,Cancelled,Refunded,03:28:39,04:54:10
17662,707,18,1,12-03-2024,22-03-2024,38,Completed,Refunded,23:36:50,20:22:24
391,15,18,1,23-03-2024,25-03-2024,38,Cancelled,Refunded,18:36:28,11:05:36
23399,947,18,1,25-03-2024,29-03-2024,38,Completed,Failed,21:38:40,05:34:42
19716,797,18,1,29-03-2024,02-04-2024,38,Cancelled,Refunded,12:16:06,06:15:22
23111,933,18,1,02-04-2024,07-04-2024,38,Confirmed,Failed,02:24:31,19:46:33
22648,916,18,1,03-04-2024,11-04-2024,38,Completed,Failed,13:24:58,07:26:21
10054,405,18,1,09-04-2024,12-04-2024,38,Completed,Refunded,17:49:15,20:28:17
23117,933,18,1,13-04-2024,16-04-2024,38,Completed,Refunded,06:28:18,17:43:07
31361,1274,18,1,11-04-2024,17-04-2024,38,Cancelled,Paid,15:51:05,22:29:07
5270,215,18,1,11-04-2024,20-04-2024,38,Confirmed,Paid,08:38:33,09:03:10
10051,405,18,1,16-04-2024,22-04-2024,38,Cancelled,Paid,17:23:40,03:19:53
17227,690,18,1,14-04-2024,24-04-2024,38,Cancelled,Paid,20:02:08,18:35:30
17658,707,18,1,18-04-2024,28-04-2024,38,Confirmed,Failed,00:57:12,21:01:29
25195,1017,18,1,24-04-2024,02-05-2024,38,Cancelled,Paid,15:15:19,13:30:32
10048,405,18,1,02-05-2024,07-05-2024,38,Completed,Pending,16:14:03,09:02:02
5274,215,18,1,02-05-2024,08-05-2024,38,Cancelled,Refunded,17:41:01,02:18:57
10060,405,18,1,07-05-2024,13-05-2024,38,Completed,Paid,15:44:09,03:31:10
21352,867,18,1,13-05-2024,18-05-2024,38,Completed,Refunded,17:40:37,09:06:02
22664,916,18,1,16-05-2024,21-05-2024,38,Completed,Paid,12:17:55,14:51:55
6608,266,18,1,18-05-2024,24-05-2024,38,Cancelled,Refunded,19:12:03,00:34:06
31369,1274,18,1,24-05-2024,26-05-2024,38,Confirmed,Pending,14:32:57,12:39:26
17498,700,18,1,20-05-2024,27-05-2024,38,Completed,Paid,20:43:04,00:07:16
22659,916,18,1,18-05-2024,28-05-2024,38,Confirmed,Paid,06:48:13,16:56:20
10159,408,19,1,19-11-2023,25-11-2023,16,Cancelled,Failed,12:22:18,06:04:42
2542,106,19,1,20-11-2023,26-11-2023,16,Completed,Pending,14:12:24,13:51:05
29931,1218,19,1,25-11-2023,29-11-2023,16,Cancelled,Pending,20:01:54,04:09:53
16733,672,19,1,30-11-2023,03-12-2023,16,Completed,Refunded,03:37:55,07:37:19
20211,816,19,1,29-11-2023,08-12-2023,16,Cancelled,Failed,13:14:06,11:22:49
12916,516,19,1,01-12-2023,11-12-2023,16,Confirmed,Refunded,04:58:02,17:29:06
10817,436,19,1,08-12-2023,13-12-2023,16,Confirmed,Failed,11:11:37,19:35:38
10823,436,19,1,08-12-2023,17-12-2023,16,Confirmed,Pending,06:35:37,10:59:21
19532,787,19,1,10-12-2023,20-12-2023,16,Cancelled,Paid,13:42:57,12:07:28
20479,824,19,1,15-12-2023,21-12-2023,16,Completed,Refunded,05:28:57,17:27:48
15671,630,19,1,14-12-2023,22-12-2023,16,Cancelled,Paid,08:10:28,17:51:18
12913,516,19,1,17-12-2023,23-12-2023,16,Confirmed,Pending,07:25:32,20:40:03
10573,426,19,1,22-12-2023,25-12-2023,16,Confirmed,Refunded,21:48:52,18:10:17
20237,816,19,1,22-12-2023,28-12-2023,16,Completed,Failed,22:29:51,16:52:47
27724,1122,19,1,25-12-2023,01-01-2024,16,Cancelled,Paid,05:28:48,13:12:42
4985,203,19,1,01-01-2024,05-01-2024,16,Completed,Refunded,13:04:49,13:23:12
4991,203,19,1,27-12-2023,06-01-2024,16,Completed,Refunded,12:50:50,11:46:57
29057,1183,20,1,17-12-2015,19-12-2015,2,Completed,Paid,08:33:59,17:32:09
8902,351,20,1,17-12-2015,24-12-2015,2,Cancelled,Paid,08:02:34,10:28:43
22291,906,20,1,21-12-2015,28-12-2015,2,Cancelled,Refunded,15:10:37,22:21:32
21837,888,21,1,16-11-2014,21-11-2014,11,Cancelled,Pending,23:35:12,17:11:25
28393,1152,21,1,22-11-2014,25-11-2014,11,Confirmed,Failed,03:05:15,01:39:54
18701,756,22,1,24-09-2017,01-10-2017,52,Cancelled,Failed,13:13:36,03:23:49
5227,214,22,1,01-10-2017,03-10-2017,52,Completed,Refunded,08:44:28,00:14:22
5243,214,22,1,30-09-2017,06-10-2017,52,Cancelled,Paid,08:19:13,16:02:01
5981,243,22,1,30-09-2017,07-10-2017,52,Confirmed,Refunded,11:02:04,13:44:17
10978,441,22,1,02-10-2017,12-10-2017,52,Completed,Pending,05:33:17,11:07:48
11613,468,22,1,06-10-2017,14-10-2017,52,Confirmed,Failed,21:18:33,09:00:32
17834,715,22,1,09-10-2017,15-10-2017,52,Completed,Failed,22:36:09,07:29:45
5253,214,22,1,09-10-2017,16-10-2017,52,Confirmed,Refunded,12:42:43,12:56:00
10455,422,22,1,15-10-2017,17-10-2017,52,Completed,Pending,03:03:37,07:19:20
5702,233,22,1,10-10-2017,20-10-2017,52,Confirmed,Refunded,00:30:03,21:09:18
11604,468,22,1,18-10-2017,22-10-2017,52,Completed,Pending,05:59:00,06:27:09
26480,1063,22,1,17-10-2017,25-10-2017,52,Completed,Failed,06:58:55,07:14:34
2379,99,22,1,20-10-2017,27-10-2017,52,Completed,Refunded,16:24:34,18:33:44
5231,214,22,1,30-10-2017,01-11-2017,52,Cancelled,Paid,18:03:01,22:57:52
22148,901,23,1,13-04-2016,23-04-2016,41,Cancelled,Refunded,18:24:55,04:47:14
703,27,23,1,19-04-2016,24-04-2016,41,Confirmed,Pending,23:58:52,10:17:44
27463,1108,23,1,19-04-2016,27-04-2016,41,Cancelled,Pending,04:42:40,10:29:56
8223,324,23,1,26-04-2016,28-04-2016,41,Completed,Paid,01:09:37,12:14:41
2564,107,23,1,23-04-2016,02-05-2016,41,Completed,Pending,02:56:13,06:41:41
28189,1144,23,1,04-05-2016,07-05-2016,41,Cancelled,Pending,02:26:23,03:02:06
23178,938,23,1,28-04-2016,08-05-2016,41,Cancelled,Failed,22:58:26,06:17:30
19928,805,23,1,06-05-2016,12-05-2016,41,Cancelled,Failed,23:00:30,06:35:17
8213,324,23,1,15-05-2016,17-05-2016,41,Cancelled,Refunded,02:47:42,06:44:52
17392,695,23,1,16-05-2016,20-05-2016,41,Completed,Refunded,11:57:12,12:55:45
19935,805,23,1,19-05-2016,25-05-2016,41,Cancelled,Pending,22:29:38,17:23:03
29038,1182,23,1,23-05-2016,28-05-2016,41,Completed,Refunded,13:14:52,05:22:23
28201,1144,23,1,24-05-2016,31-05-2016,41,Confirmed,Failed,03:33:41,15:42:14
19166,774,23,1,23-05-2016,02-06-2016,41,Confirmed,Pending,11:15:32,05:19:01
27447,1108,23,1,26-05-2016,03-06-2016,41,Confirmed,Pending,05:59:03,08:37:38
29025,1182,23,1,29-05-2016,08-06-2016,41,Confirmed,Refunded,16:55:36,17:28:00
23164,938,23,1,08-06-2016,11-06-2016,41,Cancelled,Refunded,18:58:55,16:23:13
23589,954,23,1,11-06-2016,15-06-2016,41,Confirmed,Paid,23:56:13,12:32:36
12425,495,23,1,17-06-2016,19-06-2016,41,Cancelled,Refunded,05:35:05,04:37:09
17404,695,23,1,19-06-2016,21-06-2016,41,Cancelled,Refunded,13:39:52,04:15:00
19957,805,23,1,18-06-2016,24-06-2016,41,Completed,Paid,10:36:16,03:41:31
19961,805,23,1,19-06-2016,28-06-2016,41,Confirmed,Paid,23:41:53,06:37:54
22139,901,23,1,27-06-2016,01-07-2016,41,Completed,Failed,15:38:10,12:19:12
6428,259,24,1,11-07-2020,13-07-2020,10,Completed,Paid,04:40:46,21:58:06
4180,169,24,1,09-07-2020,14-07-2020,10,Cancelled,Paid,00:14:23,10:59:51
5974,242,24,1,09-07-2020,17-07-2020,10,Completed,Paid,19:11:57,17:25:33
29584,1203,24,1,15-07-2020,19-07-2020,10,Cancelled,Refunded,07:26:12,16:26:16
1442,62,24,1,13-07-2020,22-07-2020,10,Confirmed,Refunded,06:15:14,23:58:13
4656,192,24,1,21-07-2020,24-07-2020,10,Completed,Paid,18:41:43,20:37:39
10235,412,24,1,23-07-2020,28-07-2020,10,Completed,Pending,21:30:08,07:44:29
5977,242,24,1,26-07-2020,02-08-2020,10,Confirmed,Pending,21:04:21,13:03:44
3797,156,25,1,28-12-2022,05-01-2023,51,Cancelled,Paid,12:28:02,18:51:55
29367,1197,25,1,31-12-2022,09-01-2023,51,Completed,Failed,06:04:48,06:49:55
13585,548,25,1,03-01-2023,13-01-2023,51,Completed,Refunded,13:03:01,09:01:38
2988,124,25,1,11-01-2023,17-01-2023,51,Completed,Refunded,14:39:47,23:17:58
30588,1242,25,1,12-01-2023,18-01-2023,51,Cancelled,Failed,10:44:14,23:46:07
28428,1153,25,1,14-01-2023,23-01-2023,51,Completed,Paid,02:12:21,12:04:36
28437,1153,25,1,14-01-2023,24-01-2023,51,Cancelled,Failed,01:55:31,18:16:41
30585,1242,25,1,21-01-2023,26-01-2023,51,Confirmed,Paid,17:50:34,16:03:26
30561,1242,25,1,26-01-2023,31-01-2023,51,Cancelled,Pending,21:37:22,16:33:40
18743,758,25,1,28-01-2023,03-02-2023,51,Confirmed,Pending,05:28:42,10:05:33
29403,1197,25,1,26-01-2023,04-02-2023,51,Confirmed,Pending,13:04:55,21:23:14
18746,758,25,1,29-01-2023,08-02-2023,51,Completed,Paid,00:24:57,01:34:51
11358,456,25,1,08-02-2023,10-02-2023,51,Completed,Refunded,09:10:26,22:52:11
2970,124,25,1,05-02-2023,12-02-2023,51,Completed,Paid,23:12:09,14:57:55
22126,899,26,1,13-08-2021,23-08-2021,36,Confirmed,Paid,21:45:04,16:56:35
7249,286,27,1,24-11-2018,01-12-2018,54,Cancelled,Refunded,13:00:13,17:33:38
16930,680,27,1,27-11-2018,02-12-2018,54,Cancelled,Failed,05:39:05,09:31:49
186,7,27,1,27-11-2018,07-12-2018,54,Cancelled,Failed,12:11:19,07:13:03
204,7,27,1,04-12-2018,11-12-2018,54,Completed,Pending,03:06:30,13:53:40
18041,722,27,1,09-12-2018,16-12-2018,54,Completed,Pending,16:42:13,12:25:00
